Date;Objet;Équipement;Commande;Type Générique;Valeur;Unité
2026-04-02 01:57:10;Marstek;Marstek Venus E V3;voltage cel 09;;3,303;V
2026-04-02 01:58:10;Marstek;Marstek Venus E V3;voltage cel 09;;3,304;V
2026-04-02 02:01:10;Marstek;Marstek Venus E V3;voltage cel 09;;3,303;V
2026-04-02 02:02:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,304;V
2026-04-02 02:04:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,305;V
2026-04-02 02:05:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,303;V
2026-04-02 02:06:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,304;V
2026-04-02 02:07:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,303;V
2026-04-02 02:10:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,304;V
2026-04-02 02:13:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,303;V
2026-04-02 02:14:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,302;V
2026-04-02 02:16:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,303;V
2026-04-02 02:18:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,302;V
2026-04-02 02:19:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,299;V
2026-04-02 02:21:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,297;V
2026-04-02 02:22:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,295;V
2026-04-02 02:23:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,298;V
2026-04-02 02:24:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,297;V
2026-04-02 02:25:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,295;V
2026-04-02 02:28:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,294;V
2026-04-02 02:31:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,296;V
2026-04-02 02:32:09;Marstek;Marstek Venus E V3;voltage cel 09;;3,293;V
2026-04-02 02:34:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,294;V
2026-04-02 02:35:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,292;V
2026-04-02 02:37:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,291;V
2026-04-02 02:38:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,29;V
2026-04-02 02:39:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,291;V
2026-04-02 02:40:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,29;V
2026-04-02 02:41:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,293;V
2026-04-02 02:42:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,294;V
2026-04-02 02:44:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,293;V
2026-04-02 02:45:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,294;V
2026-04-02 02:46:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,293;V
2026-04-02 02:47:08;Marstek;Marstek Venus E V3;voltage cel 09;;3,294;V
2026-04-02 02:49:07;Marstek;Marstek Venus E V3;voltage cel 09;;3,292;V
2026-04-02 02:50:07;Marstek;Marstek Venus E V3;voltage cel 09;;3,291;V
2026-04-02 02:51:07;Marstek;Marstek Venus E V3;voltage cel 09;;3,289;V
2026-04-02 02:52:07;Marstek;Marstek Venus E V3;voltage cel 09;;3,29;V
2026-04-02 02:55:07;Marstek;Marstek Venus E V3;voltage cel 09;;3,289;V
2026-04-02 02:57:07;Marstek;Marstek Venus E V3;voltage cel 09;;3,288;V
2026-04-02 02:58:07;Marstek;Marstek Venus E V3;voltage cel 09;;3,287;V
2026-04-02 02:59:07;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 03:01:07;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 03:02:07;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 03:03:07;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 03:04:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 03:07:07;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 03:10:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 03:11:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 03:12:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 03:14:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 03:15:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 03:16:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 03:17:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 03:18:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 03:19:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 03:20:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 03:23:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 03:24:05;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 03:26:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 03:27:05;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 03:28:05;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 03:30:06;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 03:31:05;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 03:34:05;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 03:36:05;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 03:38:05;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 03:39:05;Marstek;Marstek Venus E V3;voltage cel 09;;3,283;V
2026-04-02 03:40:05;Marstek;Marstek Venus E V3;voltage cel 09;;3,284;V
2026-04-02 03:43:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,285;V
2026-04-02 03:44:05;Marstek;Marstek Venus E V3;voltage cel 09;;3,284;V
2026-04-02 03:46:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,285;V
2026-04-02 03:47:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,286;V
2026-04-02 03:49:05;Marstek;Marstek Venus E V3;voltage cel 09;;3,285;V
2026-04-02 03:50:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,286;V
2026-04-02 03:51:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,285;V
2026-04-02 03:52:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,286;V
2026-04-02 03:55:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,285;V
2026-04-02 03:56:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,286;V
2026-04-02 03:58:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,285;V
2026-04-02 03:59:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,286;V
2026-04-02 04:01:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,285;V
2026-04-02 04:03:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,286;V
2026-04-02 04:04:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,285;V
2026-04-02 04:06:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,286;V
2026-04-02 04:07:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,287;V
2026-04-02 04:09:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,285;V
2026-04-02 04:11:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,286;V
2026-04-02 04:15:04;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 04:17:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 04:18:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,286;V
2026-04-02 04:19:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 04:20:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 04:23:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 04:25:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 04:26:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 04:28:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 04:29:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 04:30:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 04:34:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 04:35:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 04:37:03;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 04:38:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,283;V
2026-04-02 04:42:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,284;V
2026-04-02 04:43:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,283;V
2026-04-02 04:45:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,284;V
2026-04-02 04:46:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,283;V
2026-04-02 04:47:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,284;V
2026-04-02 04:48:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 04:50:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 04:51:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,274;V
2026-04-02 04:53:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,273;V
2026-04-02 04:54:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,272;V
2026-04-02 04:55:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,273;V
2026-04-02 04:56:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,271;V
2026-04-02 04:57:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,273;V
2026-04-02 04:59:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,271;V
2026-04-02 05:00:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,272;V
2026-04-02 05:01:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,271;V
2026-04-02 05:03:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,274;V
2026-04-02 05:04:02;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 05:05:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,275;V
2026-04-02 05:06:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 05:10:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 05:11:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,275;V
2026-04-02 05:13:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,273;V
2026-04-02 05:14:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,272;V
2026-04-02 05:15:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,273;V
2026-04-02 05:17:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,272;V
2026-04-02 05:18:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,273;V
2026-04-02 05:19:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,272;V
2026-04-02 05:20:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,273;V
2026-04-02 05:23:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,271;V
2026-04-02 05:24:01;Marstek;Marstek Venus E V3;voltage cel 09;;3,273;V
2026-04-02 05:25:00;Marstek;Marstek Venus E V3;voltage cel 09;;3,271;V
2026-04-02 05:26:00;Marstek;Marstek Venus E V3;voltage cel 09;;3,275;V
2026-04-02 05:27:00;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 05:28:00;Marstek;Marstek Venus E V3;voltage cel 09;;3,275;V
2026-04-02 05:32:00;Marstek;Marstek Venus E V3;voltage cel 09;;3,273;V
2026-04-02 05:33:00;Marstek;Marstek Venus E V3;voltage cel 09;;3,275;V
2026-04-02 05:34:00;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 05:35:00;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 05:37:00;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 05:38:00;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 05:39:00;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 05:40:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 05:41:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 05:43:00;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 05:43:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 05:44:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 05:46:00;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 05:46:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 05:47:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 05:48:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 05:49:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 05:52:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 05:53:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 05:54:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 05:55:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 05:56:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 05:57:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 05:58:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 05:59:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 06:00:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 06:01:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 06:02:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 06:03:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,283;V
2026-04-02 06:04:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 06:05:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 06:07:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 06:08:59;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 06:09:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 06:10:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 06:11:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 06:13:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 06:14:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 06:15:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 06:16:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 06:17:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 06:20:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,275;V
2026-04-02 06:22:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 06:23:58;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 06:24:57;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 06:25:57;Marstek;Marstek Venus E V3;voltage cel 09;;3,275;V
2026-04-02 06:26:57;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 06:30:57;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 06:31:57;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 06:33:57;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 06:34:57;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 06:41:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 06:43:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 06:44:57;Marstek;Marstek Venus E V3;voltage cel 09;;3,271;V
2026-04-02 06:47:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,272;V
2026-04-02 06:48:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,27;V
2026-04-02 06:49:57;Marstek;Marstek Venus E V3;voltage cel 09;;3,271;V
2026-04-02 06:52:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,267;V
2026-04-02 06:54:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,268;V
2026-04-02 06:55:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,267;V
2026-04-02 06:56:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,268;V
2026-04-02 06:57:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,266;V
2026-04-02 06:58:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,267;V
2026-04-02 06:59:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,266;V
2026-04-02 07:00:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,269;V
2026-04-02 07:01:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,27;V
2026-04-02 07:02:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,271;V
2026-04-02 07:03:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,269;V
2026-04-02 07:04:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,272;V
2026-04-02 07:07:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,259;V
2026-04-02 07:08:56;Marstek;Marstek Venus E V3;voltage cel 09;;3,267;V
2026-04-02 07:09:55;Marstek;Marstek Venus E V3;voltage cel 09;;3,268;V
2026-04-02 07:14:55;Marstek;Marstek Venus E V3;voltage cel 09;;3,267;V
2026-04-02 07:16:55;Marstek;Marstek Venus E V3;voltage cel 09;;3,268;V
2026-04-02 07:17:55;Marstek;Marstek Venus E V3;voltage cel 09;;3,267;V
2026-04-02 07:18:55;Marstek;Marstek Venus E V3;voltage cel 09;;3,268;V
2026-04-02 07:19:55;Marstek;Marstek Venus E V3;voltage cel 09;;3,267;V
2026-04-02 07:20:55;Marstek;Marstek Venus E V3;voltage cel 09;;3,269;V
2026-04-02 07:21:55;Marstek;Marstek Venus E V3;voltage cel 09;;3,268;V
2026-04-02 07:25:55;Marstek;Marstek Venus E V3;voltage cel 09;;3,271;V
2026-04-02 07:26:55;Marstek;Marstek Venus E V3;voltage cel 09;;3,269;V
2026-04-02 07:28:55;Marstek;Marstek Venus E V3;voltage cel 09;;3,272;V
2026-04-02 07:30:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,274;V
2026-04-02 07:31:55;Marstek;Marstek Venus E V3;voltage cel 09;;3,275;V
2026-04-02 07:32:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,274;V
2026-04-02 07:33:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 07:35:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 07:36:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 07:39:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 07:40:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 07:41:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 07:42:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 07:44:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,283;V
2026-04-02 07:45:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 07:46:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 07:47:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 07:48:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,283;V
2026-04-02 07:49:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 07:50:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,283;V
2026-04-02 07:51:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,284;V
2026-04-02 07:52:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,226;V
2026-04-02 07:53:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,249;V
2026-04-02 07:54:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,269;V
2026-04-02 07:55:54;Marstek;Marstek Venus E V3;voltage cel 09;;3,272;V
2026-04-02 07:56:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,275;V
2026-04-02 07:57:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,237;V
2026-04-02 07:58:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,263;V
2026-04-02 07:59:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,271;V
2026-04-02 08:00:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,273;V
2026-04-02 08:01:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,275;V
2026-04-02 08:02:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 08:03:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 08:04:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 08:05:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 08:06:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 08:07:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 08:08:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 08:09:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 08:11:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 08:13:53;Marstek;Marstek Venus E V3;voltage cel 09;;3,269;V
2026-04-02 08:14:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,275;V
2026-04-02 08:15:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 08:17:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 08:18:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 08:19:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 08:21:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 08:22:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 08:23:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,283;V
2026-04-02 08:25:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 08:26:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,284;V
2026-04-02 08:27:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,286;V
2026-04-02 08:28:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,285;V
2026-04-02 08:30:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,287;V
2026-04-02 08:32:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,286;V
2026-04-02 08:33:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,287;V
2026-04-02 08:35:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,288;V
2026-04-02 08:36:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,289;V
2026-04-02 08:37:52;Marstek;Marstek Venus E V3;voltage cel 09;;3,286;V
2026-04-02 08:38:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,288;V
2026-04-02 08:40:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,289;V
2026-04-02 08:41:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,29;V
2026-04-02 08:42:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,289;V
2026-04-02 08:43:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,288;V
2026-04-02 08:44:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,291;V
2026-04-02 08:45:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,289;V
2026-04-02 08:46:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,288;V
2026-04-02 08:50:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,287;V
2026-04-02 08:51:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,288;V
2026-04-02 08:52:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,287;V
2026-04-02 08:53:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,288;V
2026-04-02 08:54:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,281;V
2026-04-02 08:55:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 08:56:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 08:57:51;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 08:58:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 08:59:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 09:00:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,279;V
2026-04-02 09:02:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 09:03:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 09:04:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,265;V
2026-04-02 09:05:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,273;V
2026-04-02 09:06:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,245;V
2026-04-02 09:07:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,268;V
2026-04-02 09:08:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,269;V
2026-04-02 09:09:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,27;V
2026-04-02 09:10:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,271;V
2026-04-02 09:11:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,274;V
2026-04-02 09:12:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,276;V
2026-04-02 09:13:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,277;V
2026-04-02 09:14:49;Marstek;Marstek Venus E V3;voltage cel 09;;3,278;V
2026-04-02 09:15:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,28;V
2026-04-02 09:18:49;Marstek;Marstek Venus E V3;voltage cel 09;;3,282;V
2026-04-02 09:19:49;Marstek;Marstek Venus E V3;voltage cel 09;;3,284;V
2026-04-02 09:20:49;Marstek;Marstek Venus E V3;voltage cel 09;;3,286;V
2026-04-02 09:21:49;Marstek;Marstek Venus E V3;voltage cel 09;;3,288;V
2026-04-02 09:22:50;Marstek;Marstek Venus E V3;voltage cel 09;;3,291;V
2026-04-02 09:23:49;Marstek;Marstek Venus E V3;voltage cel 09;;3,292;V
2026-04-02 09:24:49;Marstek;Marstek Venus E V3;voltage cel 09;;3,293;V
2026-04-02 09:25:49;Marstek;Marstek Venus E V3;voltage cel 09;;3,3;V
